,price,date,city,rate
1673,123.0,2018-07-31,Chennai,79.31
1674,123.0,2018-08-01,,
1675,123.0,2018-08-02,Chennai,79.43
1676,123.0,2018-08-03,Chennai,79.51
1677,123.0,2018-08-04,,
1678,123.0,2018-08-05,,
1679,123.0,2018-08-06,Chennai,80.0
1680,123.0,2018-08-07,Chennai,80.09
1681,123.5,2018-08-08,,
1682,124.0,2018-08-09,,
1683,124.0,2018-08-10,,
1684,124.0,2018-08-11,,
1685,124.0,2018-08-12,,
1686,124.0,2018-08-13,Chennai,80.18
1687,124.0,2018-08-14,,
1688,124.0,2018-08-15,,
1689,125.0,2018-08-16,Chennai,80.23
1690,125.0,2018-08-17,,
1691,125.0,2018-08-18,,
1692,125.0,2018-08-19,,
1693,125.0,2018-08-20,Chennai,80.55
1694,125.33333333333333,2018-08-21,Chennai,80.64
1695,125.66666666666667,2018-08-22,,
1696,126.0,2018-08-23,,
1697,126.0,2018-08-24,Chennai,80.74
1698,126.0,2018-08-25,Chennai,74.74
1699,126.0,2018-08-26,Chennai,74.83
1700,126.0,2018-08-27,Chennai,80.99
1701,126.0,2018-08-28,Chennai,81.14
1702,126.0,2018-08-29,Chennai,81.28
1703,126.0,2018-08-30,Chennai,81.4
1704,126.0,2018-08-31,Chennai,81.63
1705,126.0,2018-09-01,,
1706,126.0,2018-09-02,,
1707,125.0,2018-09-03,Chennai,82.34
1708,126.0,2018-09-04,Chennai,82.51
1709,126.0,2018-09-05,,
1710,126.0,2018-09-06,Chennai,82.72
1711,125.0,2018-09-07,Chennai,83.22
1712,125.0,2018-09-08,,
1713,125.0,2018-09-09,,
1714,125.0,2018-09-10,Chennai,84.0
1715,127.0,2018-09-11,Chennai,84.15
1716,127.0,2018-09-12,,
1717,127.0,2018-09-13,Chennai,84.29
1718,127.0,2018-09-14,Chennai,84.58
1719,127.0,2018-09-15,Chennai,84.95
1720,127.0,2018-09-16,Chennai,85.24
1721,127.0,2018-09-17,Chennai,85.4
1722,126.0,2018-09-18,Chennai,85.51
1723,126.0,2018-09-19,,
1724,126.0,2018-09-20,Chennai,85.57
1725,126.0,2018-09-21,Chennai,85.68
1726,126.0,2018-09-22,,
1727,126.0,2018-09-23,Chennai,85.97
1728,126.0,2018-09-24,Chennai,86.08
1729,126.0,2018-09-25,Chennai,86.23
1730,126.0,2018-09-26,,
1731,126.0,2018-09-27,Chennai,86.38
1732,126.0,2018-09-28,Chennai,86.61
1733,126.0,2018-09-29,,
1734,126.0,2018-09-30,Chennai,86.89
1735,126.0,2018-10-01,Chennai,87.13
1736,126.0,2018-10-02,Chennai,87.24
1737,125.0,2018-10-03,,
1738,129.0,2018-10-04,Chennai,87.39
1739,129.0,2018-10-05,Chennai,84.76
1740,129.0,2018-10-06,Chennai,84.95
1741,129.0,2018-10-07,Chennai,85.09
1742,129.0,2018-10-08,Chennai,85.31
1743,129.0,2018-10-09,Chennai,85.56
1744,128.0,2018-10-10,,
1745,128.0,2018-10-11,Chennai,85.66
1746,128.0,2018-10-12,Chennai,85.79
1747,128.0,2018-10-13,Chennai,85.98
1748,128.0,2018-10-14,Chennai,86.04
1749,128.0,2018-10-15,,
1750,128.0,2018-10-16,Chennai,86.16
1751,128.0,2018-10-17,,
1752,128.0,2018-10-18,Chennai,85.94
1753,128.0,2018-10-19,Chennai,85.68
1754,128.0,2018-10-20,Chennai,85.27
1755,128.0,2018-10-21,,
1756,128.0,2018-10-22,Chennai,84.69
1757,128.0,2018-10-23,Chennai,84.59
1758,128.0,2018-10-24,Chennai,84.49
1759,128.0,2018-10-25,Chennai,84.34
1760,128.0,2018-10-26,Chennai,84.07
1761,128.0,2018-10-27,,
1762,128.0,2018-10-28,,
1763,128.0,2018-10-29,Chennai,82.91
1764,128.0,2018-10-30,Chennai,82.7
1765,128.0,2018-10-31,,
1766,128.0,2018-11-01,Chennai,82.51
1767,128.0,2018-11-02,Chennai,82.33
1768,128.0,2018-11-03,,
1769,128.0,2018-11-04,,
1770,128.0,2018-11-05,Chennai,81.7
1771,128.0,2018-11-06,Chennai,81.55
1772,128.0,2018-11-07,,
1773,128.0,2018-11-08,,
1774,128.0,2018-11-09,,
1775,128.0,2018-11-10,,
1776,128.0,2018-11-11,,
1777,128.0,2018-11-12,Chennai,80.65
1778,128.0,2018-11-13,Chennai,80.51
1779,129.0,2018-11-14,,
1780,129.0,2018-11-15,Chennai,80.35
1781,129.0,2018-11-16,Chennai,80.17
1782,129.0,2018-11-17,,
1783,129.0,2018-11-18,,
1784,132.0,2018-11-19,Chennai,79.55
1785,132.0,2018-11-20,Chennai,79.41
1786,132.0,2018-11-21,,
1787,132.0,2018-11-22,Chennai,78.98
1788,132.0,2018-11-23,Chennai,78.55
1789,132.0,2018-11-24,,
1790,132.0,2018-11-25,,
1791,132.0,2018-11-26,Chennai,77.42
1792,132.0,2018-11-27,Chennai,76.98
1793,130.0,2018-11-28,Chennai,76.45
1794,130.0,2018-11-29,Chennai,76.1
1795,130.0,2018-11-30,Chennai,75.71
1796,130.0,2018-12-01,Chennai,75.34
1797,130.0,2018-12-02,Chennai,75.01
1798,130.0,2018-12-03,Chennai,74.68
1799,130.0,2018-12-04,Chennai,74.46
1800,130.0,2018-12-05,,
1801,130.0,2018-12-06,Chennai,74.04
1802,130.0,2018-12-07,Chennai,73.62
1803,130.0,2018-12-08,,
1804,130.0,2018-12-09,,
1805,130.0,2018-12-10,Chennai,72.98
1806,130.0,2018-12-11,Chennai,72.81
1807,130.0,2018-12-12,,
1808,130.0,2018-12-13,Chennai,72.9
1809,130.0,2018-12-14,,
1810,130.0,2018-12-15,,
1811,130.0,2018-12-16,,
1812,130.0,2018-12-17,Chennai,73.15
1813,130.0,2018-12-18,Chennai,73.26
1814,130.0,2018-12-19,,
1815,130.0,2018-12-20,,
1816,130.0,2018-12-21,Chennai,73.08
1817,130.0,2018-12-22,,
1818,130.0,2018-12-23,,
1819,130.0,2018-12-24,Chennai,72.45
1820,130.0,2018-12-25,Chennai,72.38
1821,129.0,2018-12-26,,
1822,129.0,2018-12-27,Chennai,72.32
1823,129.0,2018-12-28,Chennai,72.12
1824,129.0,2018-12-29,,
1825,129.0,2018-12-30,,
1826,129.0,2018-12-31,Chennai,71.38
1827,129.0,2019-01-01,,
1828,129.0,2019-01-02,Chennai,71.27
1829,129.0,2019-01-03,,
1830,129.0,2019-01-04,Chennai,71.05
1831,129.0,2019-01-05,,
1832,129.0,2019-01-06,,
1833,129.0,2019-01-07,Chennai,71.11
1834,129.0,2019-01-08,,
1835,129.0,2019-01-09,,
1836,129.0,2019-01-10,Chennai,71.51
1837,134.0,2019-01-11,Chennai,71.71
1838,134.0,2019-01-12,,
1839,134.0,2019-01-13,,
1840,134.0,2019-01-14,Chennai,72.83
1841,134.0,2019-01-15,,
1842,134.0,2019-01-16,Chennai,73.04
1843,134.0,2019-01-17,Chennai,73.19
1844,134.0,2019-01-18,Chennai,73.27
1845,134.0,2019-01-19,,
1846,134.0,2019-01-20,,
1847,134.0,2019-01-21,Chennai,73.89
1848,134.0,2019-01-22,Chennai,74.03
1849,134.0,2019-01-23,,
1850,134.0,2019-01-24,,
1851,134.0,2019-01-25,,
1852,134.0,2019-01-26,,
1853,134.0,2019-01-27,,
1854,134.0,2019-01-28,,
1855,134.0,2019-01-29,Chennai,73.94
1856,130.0,2019-01-30,,
1857,130.0,2019-01-31,Chennai,73.84
1858,130.0,2019-02-01,Chennai,73.59
1859,130.0,2019-02-02,,
1860,130.0,2019-02-03,,
1861,130.0,2019-02-04,,
1862,130.0,2019-02-05,Chennai,73.06
1863,130.0,2019-02-06,,
1864,130.0,2019-02-07,,
1865,130.0,2019-02-08,Chennai,73.0
1866,130.0,2019-02-09,,
1867,130.0,2019-02-10,,
1868,130.0,2019-02-11,Chennai,72.94
1869,130.0,2019-02-12,,
1870,134.0,2019-02-13,,
1871,134.0,2019-02-14,Chennai,73.01
1872,134.0,2019-02-15,Chennai,73.08
1873,134.0,2019-02-16,,
1874,134.0,2019-02-17,,
1875,134.0,2019-02-18,Chennai,73.55
1876,134.0,2019-02-19,Chennai,73.66
1877,134.0,2019-02-20,,
1878,134.0,2019-02-21,,
1879,134.0,2019-02-22,Chennai,73.97
1880,134.0,2019-02-23,,
1881,134.0,2019-02-24,,
1882,134.0,2019-02-25,Chennai,74.26
1883,134.0,2019-02-26,Chennai,74.36
1884,134.0,2019-02-27,,
1885,134.0,2019-02-28,Chennai,74.43
1886,134.0,2019-03-01,Chennai,74.54
1887,134.0,2019-03-02,,
1888,134.0,2019-03-03,,
1889,134.0,2019-03-04,Chennai,74.92
1890,134.0,2019-03-05,Chennai,74.99
1891,135.0,2019-03-06,,
1892,135.0,2019-03-07,,
1893,135.0,2019-03-08,,
1894,135.0,2019-03-09,,
1895,135.0,2019-03-10,,
1896,135.0,2019-03-11,Chennai,75.23
1897,135.0,2019-03-12,Chennai,75.17
1898,135.0,2019-03-13,,
1899,135.0,2019-03-14,Chennai,75.25
1900,135.0,2019-03-15,Chennai,75.32
1901,135.0,2019-03-16,,
1902,135.0,2019-03-17,,
1903,135.0,2019-03-18,Chennai,75.56
1904,135.0,2019-03-19,,
1905,135.0,2019-03-20,,
1906,135.0,2019-03-21,Chennai,75.49
1907,135.0,2019-03-22,Chennai,75.54
1908,135.0,2019-03-23,Chennai,75.59
1909,135.0,2019-03-24,Chennai,75.65
1910,135.0,2019-03-25,,
1911,135.0,2019-03-26,,
1912,134.0,2019-03-27,,
1913,134.0,2019-03-28,Chennai,75.59
1914,134.0,2019-03-29,,
1915,134.0,2019-03-30,,
1916,134.0,2019-03-31,,
1917,134.0,2019-04-01,Chennai,75.67
1918,134.0,2019-04-02,,
1919,134.0,2019-04-03,,
1920,134.0,2019-04-04,,
1921,134.0,2019-04-05,Chennai,75.73
1922,134.0,2019-04-06,,
1923,134.0,2019-04-07,,
1924,125.0,2019-04-08,Chennai,75.66
1925,125.0,2019-04-09,Chennai,75.61
1926,126.0,2019-04-10,,
1927,126.0,2019-04-11,,
1928,126.0,2019-04-12,Chennai,75.67
1929,126.0,2019-04-13,,
1930,126.0,2019-04-14,,
1931,126.0,2019-04-15,Chennai,75.8
1932,126.0,2019-04-16,Chennai,75.75
1933,126.0,2019-04-17,,
1934,126.0,2019-04-18,,
1935,126.0,2019-04-19,,
1936,126.0,2019-04-20,Chennai,75.82
1937,126.0,2019-04-21,,
1938,126.0,2019-04-22,Chennai,75.77
1939,126.0,2019-04-23,,
1940,126.0,2019-04-24,,
1941,126.0,2019-04-25,Chennai,75.84
1942,126.0,2019-04-26,,
1943,126.0,2019-04-27,Chennai,75.91
1944,126.0,2019-04-28,,
1945,126.0,2019-04-29,,
1946,143.0,2019-04-30,Chennai,75.96
1947,143.0,2019-05-01,,
1948,143.0,2019-05-02,Chennai,75.89
1949,143.0,2019-05-03,,
1950,143.0,2019-05-04,Chennai,75.9
1951,143.0,2019-05-05,Chennai,75.84
1952,143.0,2019-05-06,Chennai,75.77
1953,143.0,2019-05-07,,
1954,142.0,2019-05-08,,
1955,142.0,2019-05-09,Chennai,75.6
1956,142.0,2019-05-10,Chennai,75.38
1957,142.0,2019-05-11,Chennai,74.87
